team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Christopher's Perfect Team,3,Zach Ertz,TE,Ari,BN,10.5,414.p.26658
Christopher's Perfect Team,3,Mike Evans,WR,TB,BN,0.0,414.p.27535
Christopher's Perfect Team,3,Allen Robinson II,WR,LAR,BN,4.3,414.p.27589
Christopher's Perfect Team,3,Mac Jones,QB,NE,BN,18.94,414.p.33403
Christopher's Perfect Team,3,Odell Beckham Jr.,WR,LAR,BN,0.0,414.p.27540
Christopher's Perfect Team,3,Skyy Moore,WR,KC,BN,-2.0,414.p.34009
Christopher's Perfect Team,3,Michael Gallup,WR,Dal,BN,0.0,414.p.31051
Christopher's Perfect Team,3,Brandon McManus,K,Den,K,5.0,414.p.27120
Christopher's Perfect Team,3,Baltimore,DEF,Bal,DEF,11.0,414.p.100033
Toney! Toni! Toné!,3,Joe Burrow,QB,Cin,QB,23.0,414.p.32671
Toney! Toni! Toné!,3,Trevor Lawrence,QB,Jax,QB,25.18,414.p.33389
Toney! Toni! Toné!,3,Deebo Samuel,WR,SF,WR,12.9,414.p.31868
Toney! Toni! Toné!,3,Tee Higgins,WR,Cin,WR,14.3,414.p.32703
Toney! Toni! Toné!,3,Dalvin Cook,RB,Min,RB,13.6,414.p.30154
Toney! Toni! Toné!,3,Aaron Jones,RB,GB,RB,5.7,414.p.30295
Toney! Toni! Toné!,3,Tyler Conklin,TE,NYJ,TE,16.4,414.p.31127
Toney! Toni! Toné!,3,JuJu Smith-Schuster,WR,KC,W/R/T,13.9,414.p.30175
Toney! Toni! Toné!,3,Rashod Bateman,WR,Bal,W/R/T,5.9,414.p.33415
Toney! Toni! Toné!,3,Dawson Knox,TE,Buf,BN,6.5,414.p.31928
Toney! Toni! Toné!,3,James Conner,RB,Ari,BN,8.7,414.p.30218
Toney! Toni! Toné!,3,DeAndre Hopkins,WR,Ari,BN,0.0,414.p.26650
Toney! Toni! Toné!,3,James Cook,RB,Buf,BN,8.0,414.p.34019
Toney! Toni! Toné!,3,Romeo Doubs,WR,GB,BN,21.3,414.p.34088
Toney! Toni! Toné!,3,George Pickens,WR,Pit,BN,6.9,414.p.34007
Toney! Toni! Toné!,3,Raheem Mostert,RB,Mia,BN,1.1,414.p.28654
Toney! Toni! Toné!,3,Greg Joseph,K,Min,K,4.0,414.p.31538
Toney! Toni! Toné!,3,Cleveland,DEF,Cle,DEF,10.0,414.p.100005
2 Gurleys 1 Kupp,3,Josh Allen,QB,Buf,QB,26.7,414.p.30977
2 Gurleys 1 Kupp,3,Jalen Hurts,QB,Phi,QB,27.6,414.p.32723
2 Gurleys 1 Kupp,3,Curtis Samuel,WR,Was,WR,13.1,414.p.30153
2 Gurleys 1 Kupp,3,Brandin Cooks,WR,Hou,WR,4.2,414.p.27548
2 Gurleys 1 Kupp,3,Antonio Gibson,RB,Was,RB,11.0,414.p.32736
2 Gurleys 1 Kupp,3,Josh Jacobs,RB,LV,RB,14.7,414.p.31856
2 Gurleys 1 Kupp,3,Travis Kelce,TE,KC,TE,17.9,414.p.26686
2 Gurleys 1 Kupp,3,Ezekiel Elliott,RB,Dal,W/R/T,14.5,414.p.29238
2 Gurleys 1 Kupp,3,Melvin Gordon III,RB,Den,W/R/T,16.5,414.p.28403
2 Gurleys 1 Kupp,3,Keenan Allen,WR,LAC,BN,0.0,414.p.26699
2 Gurleys 1 Kupp,3,Julio Jones,WR,TB,BN,0.0,414.p.24793
2 Gurleys 1 Kupp,3,Devin Singletary,RB,Buf,BN,24.1,414.p.31906
2 Gurleys 1 Kupp,3,Deshaun Watson,QB,Cle,BN,0.0,414.p.30125
2 Gurleys 1 Kupp,3,Kenny Pickett,QB,Pit,BN,0.0,414.p.33975
2 Gurleys 1 Kupp,3,Hunter Henry,TE,NE,BN,1.8,414.p.29269
2 Gurleys 1 Kupp,3,Tyler Bass,K,Buf,K,5.0,414.p.32858
2 Gurleys 1 Kupp,3,Tampa Bay,DEF,TB,DEF,6.0,414.p.100027
2 Gurleys 1 Kupp,3,Denver,DEF,Den,BN,16.0,414.p.100007
2 Gurleys 1 Kupp,3,Chris Godwin,WR,TB,IR,0.0,414.p.30197
2 Gurleys 1 Kupp,3,Elijah Mitchell,RB,SF,IR,0.0,414.p.33582
Hit Me With Your Prescott,3,Patrick Mahomes,QB,KC,QB,18.08,414.p.30123
Hit Me With Your Prescott,3,Marcus Mariota,QB,Atl,QB,16.56,414.p.28390
Hit Me With Your Prescott,3,Cooper Kupp,WR,LAR,WR,16.4,414.p.30182
Hit Me With Your Prescott,3,Courtland Sutton,WR,Den,WR,17.7,414.p.31010
Hit Me With Your Prescott,3,Leonard Fournette,RB,TB,RB,12.0,414.p.30117
Hit Me With Your Prescott,3,Najee Harris,RB,Pit,RB,13.1,414.p.33412
Hit Me With Your Prescott,3,Evan Engram,TE,Jax,TE,3.9,414.p.30136
Hit Me With Your Prescott,3,Cordarrelle Patterson,RB,Atl,W/R/T,22.3,414.p.26652
Hit Me With Your Prescott,3,Nick Chubb,RB,Cle,W/R/T,17.3,414.p.31005
Hit Me With Your Prescott,3,Dalton Schultz,TE,Dal,BN,0.0,414.p.31107
Hit Me With Your Prescott,3,Chase Claypool,WR,Pit,BN,7.6,414.p.32719
Hit Me With Your Prescott,3,Gabe Davis,WR,Buf,BN,6.7,414.p.32798
Hit Me With Your Prescott,3,James Robinson,RB,Jax,BN,20.6,414.p.33138
Hit Me With Your Prescott,3,Malik Willis,QB,Ten,BN,0.0,414.p.34042
Hit Me With Your Prescott,3,Rachaad White,RB,TB,BN,0.0,414.p.34047
Hit Me With Your Prescott,3,Ryan Tannehill,QB,Ten,BN,19.76,414.p.25718
Hit Me With Your Prescott,3,Justin Tucker,K,Bal,K,9.0,414.p.26534
Hit Me With Your Prescott,3,Buffalo,DEF,Buf,DEF,4.0,414.p.100002
Mac & Chase,3,Matt Ryan,QB,Ind,QB,15.28,414.p.8780
Mac & Chase,3,Daniel Jones,QB,NYG,QB,14.74,414.p.31838
Mac & Chase,3,Ja'Marr Chase,WR,Cin,WR,12.7,414.p.33393
Mac & Chase,3,Brandon Aiyuk,WR,SF,WR,12.9,414.p.32695
Mac & Chase,3,Derrick Henry,RB,Ten,RB,25.3,414.p.29279
Mac & Chase,3,D'Andre Swift,RB,Det,RB,7.6,414.p.32705
Mac & Chase,3,Mark Andrews,TE,Bal,TE,28.9,414.p.31056
Mac & Chase,3,AJ Dillon,RB,GB,W/R/T,5.8,414.p.32732
Mac & Chase,3,Michael Pittman Jr.,WR,Ind,W/R/T,15.2,414.p.32704
Mac & Chase,3,Travis Etienne Jr.,RB,Jax,BN,10.5,414.p.33413
Mac & Chase,3,Darnell Mooney,WR,Chi,BN,4.3,414.p.32843
Mac & Chase,3,Jamaal Williams,RB,Det,BN,24.7,414.p.30247
Mac & Chase,3,Davis Mills,QB,Hou,BN,11.8,414.p.33455
Mac & Chase,3,Gerald Everett,TE,LAC,BN,4.5,414.p.30157
Mac & Chase,3,Devin Duvernay,WR,Bal,BN,10.3,414.p.32762
Mac & Chase,3,Dontrell Hilliard,RB,Ten,BN,5.4,414.p.31457
Mac & Chase,3,Cade York,K,Cle,K,5.0,414.p.34080
Mac & Chase,3,Pittsburgh,DEF,Pit,DEF,2.0,414.p.100023
Mac & Chase,3,Zach Wilson,QB,NYJ,IR,0.0,414.p.33390
