team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Lil Uzi Hurts,5,Mike Williams,WR,LAC,WR,23.4,414.p.30120
Lil Uzi Hurts,5,Christian McCaffrey,RB,Car,RB,23.4,414.p.30121
Lil Uzi Hurts,5,Joe Mixon,RB,Cin,RB,11.8,414.p.30161
Lil Uzi Hurts,5,Pat Freiermuth,TE,Pit,TE,3.2,414.p.33443
Lil Uzi Hurts,5,Clyde Edwards-Helaire,RB,KC,W/R/T,6.5,414.p.32702
Lil Uzi Hurts,5,Marquise Brown,WR,Ari,W/R/T,21.8,414.p.31857
Lil Uzi Hurts,5,Kyle Pitts,TE,Atl,BN,0.0,414.p.33392
Lil Uzi Hurts,5,DK Metcalf,WR,Sea,BN,17.8,414.p.31896
Lil Uzi Hurts,5,Darrell Henderson Jr.,RB,LAR,BN,7.0,414.p.31902
Lil Uzi Hurts,5,Jameis Winston,QB,NO,BN,0.0,414.p.28389
Lil Uzi Hurts,5,Robert Woods,WR,Ten,BN,7.7,414.p.26664
Lil Uzi Hurts,5,Treylon Burks,WR,Ten,BN,0.0,414.p.33973
Lil Uzi Hurts,5,Jahan Dotson,WR,Was,BN,0.0,414.p.33971
Lil Uzi Hurts,5,Daniel Carlson,K,LV,K,16.0,414.p.31137
Lil Uzi Hurts,5,Jacksonville,DEF,Jax,DEF,5.0,414.p.100030
Djeango,5,Kyler Murray,QB,Ari,QB,17.2,414.p.31833
Djeango,5,Russell Wilson,QB,Den,QB,11.16,414.p.25785
Djeango,5,Justin Jefferson,WR,Min,WR,30.32,414.p.32692
Djeango,5,DeVonta Smith,WR,Phi,WR,18.7,414.p.33398
Djeango,5,Miles Sanders,RB,Phi,RB,8.4,414.p.31885
Djeango,5,Jeff Wilson Jr.,RB,SF,RB,20.2,414.p.31394
Djeango,5,Darren Waller,TE,LV,TE,0.0,414.p.28592
Djeango,5,Khalil Herbert,RB,Chi,W/R/T,1.1,414.p.33605
Djeango,5,Breece Hall,RB,NYJ,W/R/T,27.7,414.p.33991
Djeango,5,Elijah Moore,WR,NYJ,BN,2.1,414.p.33422
Djeango,5,Amari Cooper,WR,Cle,BN,20.6,414.p.28392
Djeango,5,Tyler Lockett,WR,Sea,BN,27.4,414.p.28457
Djeango,5,Geno Smith,QB,Sea,BN,24.02,414.p.26662
Djeango,5,Jerry Jeudy,WR,Den,BN,8.3,414.p.32685
Djeango,5,Cam Akers,RB,LAR,BN,3.3,414.p.32722
Djeango,5,Justice Hill,RB,Bal,BN,0.0,414.p.31945
Djeango,5,Matt Gay,K,LAR,K,4.0,414.p.31977
Djeango,5,Los Angeles,DEF,LAR,DEF,4.0,414.p.100014
Christopher's Perfect Team,5,Kirk Cousins,QB,Min,QB,23.24,414.p.25812
Christopher's Perfect Team,5,Teddy Bridgewater,QB,Mia,QB,0.0,414.p.27560
Christopher's Perfect Team,5,Jaylen Waddle,WR,Mia,WR,5.3,414.p.33394
Christopher's Perfect Team,5,Christian Kirk,WR,Jax,WR,2.1,414.p.31017
Christopher's Perfect Team,5,Austin Ekeler,RB,LAC,RB,35.9,414.p.30423
Christopher's Perfect Team,5,David Montgomery,RB,Chi,RB,18.2,414.p.31905
Christopher's Perfect Team,5,George Kittle,TE,SF,TE,7.7,414.p.30259
Christopher's Perfect Team,5,Mike Evans,WR,TB,W/R/T,12.1,414.p.27535
Christopher's Perfect Team,5,Tony Pollard,RB,Dal,W/R/T,14.6,414.p.31960
Christopher's Perfect Team,5,Mac Jones,QB,NE,BN,0.0,414.p.33403
Christopher's Perfect Team,5,Tua Tagovailoa,QB,Mia,BN,0.0,414.p.32675
Christopher's Perfect Team,5,Zach Ertz,TE,Ari,BN,10.8,414.p.26658
Christopher's Perfect Team,5,Allen Robinson II,WR,LAR,BN,4.2,414.p.27589
Christopher's Perfect Team,5,Odell Beckham Jr.,WR,LAR,BN,0.0,414.p.27540
Christopher's Perfect Team,5,Skyy Moore,WR,KC,BN,3.5,414.p.34009
Christopher's Perfect Team,5,Michael Gallup,WR,Dal,BN,8.4,414.p.31051
Christopher's Perfect Team,5,Brandon McManus,K,Den,K,11.0,414.p.27120
Christopher's Perfect Team,5,Baltimore,DEF,Bal,DEF,6.0,414.p.100033
Toney! Toni! Toné!,5,Joe Burrow,QB,Cin,QB,18.28,414.p.32671
Toney! Toni! Toné!,5,Trevor Lawrence,QB,Jax,QB,12.34,414.p.33389
Toney! Toni! Toné!,5,Deebo Samuel,WR,SF,WR,11.2,414.p.31868
Toney! Toni! Toné!,5,Tee Higgins,WR,Cin,WR,0.0,414.p.32703
Toney! Toni! Toné!,5,Aaron Jones,RB,GB,RB,10.0,414.p.30295
Toney! Toni! Toné!,5,Dalvin Cook,RB,Min,RB,26.1,414.p.30154
Toney! Toni! Toné!,5,Tyler Conklin,TE,NYJ,TE,0.0,414.p.31127
Toney! Toni! Toné!,5,Romeo Doubs,WR,GB,W/R/T,5.9,414.p.34088
Toney! Toni! Toné!,5,James Conner,RB,Ari,W/R/T,7.3,414.p.30218
Toney! Toni! Toné!,5,Raheem Mostert,RB,Mia,BN,19.2,414.p.28654
Toney! Toni! Toné!,5,JuJu Smith-Schuster,WR,KC,BN,6.3,414.p.30175
Toney! Toni! Toné!,5,DeAndre Hopkins,WR,Ari,BN,0.0,414.p.26650
Toney! Toni! Toné!,5,George Pickens,WR,Pit,BN,14.3,414.p.34007
Toney! Toni! Toné!,5,Alexander Mattison,RB,Min,BN,7.0,414.p.31934
Toney! Toni! Toné!,5,Mike Boone,RB,Den,BN,11.5,414.p.31228
Toney! Toni! Toné!,5,Greg Joseph,K,Min,K,3.0,414.p.31538
Toney! Toni! Toné!,5,Minnesota,DEF,Min,DEF,4.0,414.p.100016
Toney! Toni! Toné!,5,Rashod Bateman,WR,Bal,IR,0.0,414.p.33415
Toney! Toni! Toné!,5,Damien Williams,RB,Atl,IR,0.0,414.p.28115
2 Gurleys 1 Kupp,5,Josh Allen,QB,Buf,QB,36.16,414.p.30977
2 Gurleys 1 Kupp,5,Jalen Hurts,QB,Phi,QB,27.66,414.p.32723
2 Gurleys 1 Kupp,5,Brandin Cooks,WR,Hou,WR,6.0,414.p.27548
2 Gurleys 1 Kupp,5,Chris Godwin,WR,TB,WR,12.3,414.p.30197
2 Gurleys 1 Kupp,5,Josh Jacobs,RB,LV,RB,30.3,414.p.31856
2 Gurleys 1 Kupp,5,Melvin Gordon III,RB,Den,RB,13.3,414.p.28403
2 Gurleys 1 Kupp,5,Travis Kelce,TE,KC,TE,33.5,414.p.26686
2 Gurleys 1 Kupp,5,Curtis Samuel,WR,Was,W/R/T,12.2,414.p.30153
2 Gurleys 1 Kupp,5,Devin Singletary,RB,Buf,W/R/T,5.6,414.p.31906
2 Gurleys 1 Kupp,5,Antonio Gibson,RB,Was,BN,6.9,414.p.32736
2 Gurleys 1 Kupp,5,Ezekiel Elliott,RB,Dal,BN,7.8,414.p.29238
2 Gurleys 1 Kupp,5,Julio Jones,WR,TB,BN,0.0,414.p.24793
2 Gurleys 1 Kupp,5,Deshaun Watson,QB,Cle,BN,0.0,414.p.30125
2 Gurleys 1 Kupp,5,Kenny Pickett,QB,Pit,BN,13.08,414.p.33975
2 Gurleys 1 Kupp,5,David Njoku,TE,Cle,BN,14.8,414.p.30142
2 Gurleys 1 Kupp,5,Tyler Bass,K,Buf,K,8.0,414.p.32858
2 Gurleys 1 Kupp,5,Tampa Bay,DEF,TB,DEF,6.0,414.p.100027
2 Gurleys 1 Kupp,5,Dallas,DEF,Dal,BN,23.0,414.p.100006
2 Gurleys 1 Kupp,5,Keenan Allen,WR,LAC,IR,0.0,414.p.26699
2 Gurleys 1 Kupp,5,Elijah Mitchell,RB,SF,IR,0.0,414.p.33582
Hit Me With Your Prescott,5,Patrick Mahomes,QB,KC,QB,30.48,414.p.30123
Hit Me With Your Prescott,5,Ryan Tannehill,QB,Ten,QB,11.54,414.p.25718
Hit Me With Your Prescott,5,Cooper Kupp,WR,LAR,WR,25.9,414.p.30182
Hit Me With Your Prescott,5,Courtland Sutton,WR,Den,WR,12.4,414.p.31010
Hit Me With Your Prescott,5,Leonard Fournette,RB,TB,RB,35.9,414.p.30117
Hit Me With Your Prescott,5,Najee Harris,RB,Pit,RB,6.6,414.p.33412
Hit Me With Your Prescott,5,Robert Tonyan,TE,GB,TE,6.3,414.p.30777
Hit Me With Your Prescott,5,Nick Chubb,RB,Cle,W/R/T,25.4,414.p.31005
Hit Me With Your Prescott,5,James Robinson,RB,Jax,W/R/T,5.9,414.p.33138
Hit Me With Your Prescott,5,Marcus Mariota,QB,Atl,BN,17.98,414.p.28390
Hit Me With Your Prescott,5,Dalton Schultz,TE,Dal,BN,0.0,414.p.31107
Hit Me With Your Prescott,5,Chase Claypool,WR,Pit,BN,10.0,414.p.32719
Hit Me With Your Prescott,5,Gabe Davis,WR,Buf,BN,32.1,414.p.32798
Hit Me With Your Prescott,5,Malik Willis,QB,Ten,BN,0.0,414.p.34042
Hit Me With Your Prescott,5,Rachaad White,RB,TB,BN,7.2,414.p.34047
Hit Me With Your Prescott,5,Isiah Pacheco,RB,KC,BN,0.0,414.p.34207
Hit Me With Your Prescott,5,Justin Tucker,K,Bal,K,16.0,414.p.26534
Hit Me With Your Prescott,5,Buffalo,DEF,Buf,DEF,14.0,414.p.100002
Hit Me With Your Prescott,5,Cordarrelle Patterson,RB,Atl,IR,0.0,414.p.26652
Mac & Chase,5,Matt Ryan,QB,Ind,QB,8.14,414.p.8780
Mac & Chase,5,Zach Wilson,QB,NYJ,QB,14.6,414.p.33390
Mac & Chase,5,Ja'Marr Chase,WR,Cin,WR,12.0,414.p.33393
Mac & Chase,5,Brandon Aiyuk,WR,SF,WR,8.8,414.p.32695
Mac & Chase,5,Derrick Henry,RB,Ten,RB,27.2,414.p.29279
Mac & Chase,5,Jamaal Williams,RB,Det,RB,5.6,414.p.30247
Mac & Chase,5,Mark Andrews,TE,Bal,TE,22.9,414.p.31056
Mac & Chase,5,AJ Dillon,RB,GB,W/R/T,3.4,414.p.32732
Mac & Chase,5,Devin Duvernay,WR,Bal,W/R/T,12.8,414.p.32762
Mac & Chase,5,Travis Etienne Jr.,RB,Jax,BN,14.4,414.p.33413
Mac & Chase,5,D'Andre Swift,RB,Det,BN,0.0,414.p.32705
Mac & Chase,5,Davis Mills,QB,Hou,BN,5.8,414.p.33455
Mac & Chase,5,Daniel Jones,QB,NYG,BN,12.38,414.p.31838
Mac & Chase,5,Darnell Mooney,WR,Chi,BN,7.2,414.p.32843
Mac & Chase,5,Gerald Everett,TE,LAC,BN,1.2,414.p.30157
Mac & Chase,5,Dontrell Hilliard,RB,Ten,BN,12.3,414.p.31457
Mac & Chase,5,Cade York,K,Cle,K,4.0,414.p.34080
Mac & Chase,5,Kansas City,DEF,KC,DEF,1.0,414.p.100012
Mac & Chase,5,Dak Prescott,QB,Dal,IR,0.0,414.p.29369
