team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Christopher's Perfect Team,4,Brandon McManus,K,Den,K,5.0,414.p.27120
Christopher's Perfect Team,4,Baltimore,DEF,Bal,DEF,5.0,414.p.100033
Toney! Toni! Toné!,4,Joe Burrow,QB,Cin,QB,20.08,414.p.32671
Toney! Toni! Toné!,4,Trevor Lawrence,QB,Jax,QB,6.66,414.p.33389
Toney! Toni! Toné!,4,Deebo Samuel,WR,SF,WR,23.7,414.p.31868
Toney! Toni! Toné!,4,Tee Higgins,WR,Cin,WR,25.4,414.p.32703
Toney! Toni! Toné!,4,Aaron Jones,RB,GB,RB,14.5,414.p.30295
Toney! Toni! Toné!,4,Dalvin Cook,RB,Min,RB,10.6,414.p.30154
Toney! Toni! Toné!,4,Tyler Conklin,TE,NYJ,TE,8.2,414.p.31127
Toney! Toni! Toné!,4,Rashod Bateman,WR,Bal,W/R/T,4.7,414.p.33415
Toney! Toni! Toné!,4,James Conner,RB,Ari,W/R/T,10.7,414.p.30218
Toney! Toni! Toné!,4,Romeo Doubs,WR,GB,BN,13.7,414.p.34088
Toney! Toni! Toné!,4,JuJu Smith-Schuster,WR,KC,BN,9.6,414.p.30175
Toney! Toni! Toné!,4,DeAndre Hopkins,WR,Ari,BN,0.0,414.p.26650
Toney! Toni! Toné!,4,James Cook,RB,Buf,BN,0.0,414.p.34019
Toney! Toni! Toné!,4,George Pickens,WR,Pit,BN,16.2,414.p.34007
Toney! Toni! Toné!,4,Raheem Mostert,RB,Mia,BN,10.1,414.p.28654
Toney! Toni! Toné!,4,Alexander Mattison,RB,Min,BN,8.8,414.p.31934
Toney! Toni! Toné!,4,Brett Maher,K,Dal,K,16.0,414.p.27369
Toney! Toni! Toné!,4,Minnesota,DEF,Min,DEF,6.0,414.p.100016
2 Gurleys 1 Kupp,4,Josh Allen,QB,Buf,QB,24.52,414.p.30977
2 Gurleys 1 Kupp,4,Jalen Hurts,QB,Phi,QB,16.96,414.p.32723
2 Gurleys 1 Kupp,4,Curtis Samuel,WR,Was,WR,7.8,414.p.30153
2 Gurleys 1 Kupp,4,Brandin Cooks,WR,Hou,WR,18.7,414.p.27548
2 Gurleys 1 Kupp,4,Antonio Gibson,RB,Was,RB,9.3,414.p.32736
2 Gurleys 1 Kupp,4,Josh Jacobs,RB,LV,RB,34.5,414.p.31856
2 Gurleys 1 Kupp,4,Travis Kelce,TE,KC,TE,24.2,414.p.26686
2 Gurleys 1 Kupp,4,Ezekiel Elliott,RB,Dal,W/R/T,10.1,414.p.29238
2 Gurleys 1 Kupp,4,Melvin Gordon III,RB,Den,W/R/T,-1.2,414.p.28403
2 Gurleys 1 Kupp,4,Keenan Allen,WR,LAC,BN,0.0,414.p.26699
2 Gurleys 1 Kupp,4,Julio Jones,WR,TB,BN,1.7,414.p.24793
2 Gurleys 1 Kupp,4,Devin Singletary,RB,Buf,BN,11.6,414.p.31906
2 Gurleys 1 Kupp,4,Deshaun Watson,QB,Cle,BN,0.0,414.p.30125
2 Gurleys 1 Kupp,4,Kenny Pickett,QB,Pit,BN,15.3,414.p.33975
2 Gurleys 1 Kupp,4,Chris Godwin,WR,TB,BN,12.9,414.p.30197
2 Gurleys 1 Kupp,4,Tyler Bass,K,Buf,K,11.0,414.p.32858
2 Gurleys 1 Kupp,4,Dallas,DEF,Dal,DEF,10.0,414.p.100006
2 Gurleys 1 Kupp,4,Tampa Bay,DEF,TB,BN,1.0,414.p.100027
2 Gurleys 1 Kupp,4,Elijah Mitchell,RB,SF,IR,0.0,414.p.33582
Hit Me With Your Prescott,4,Patrick Mahomes,QB,KC,QB,24.36,414.p.30123
Hit Me With Your Prescott,4,Marcus Mariota,QB,Atl,QB,4.86,414.p.28390
Hit Me With Your Prescott,4,Cooper Kupp,WR,LAR,WR,26.2,414.p.30182
Hit Me With Your Prescott,4,Courtland Sutton,WR,Den,WR,16.2,414.p.31010
Hit Me With Your Prescott,4,Leonard Fournette,RB,TB,RB,18.4,414.p.30117
Hit Me With Your Prescott,4,Najee Harris,RB,Pit,RB,7.4,414.p.33412
Hit Me With Your Prescott,4,Robert Tonyan,TE,GB,TE,10.2,414.p.30777
Hit Me With Your Prescott,4,Nick Chubb,RB,Cle,W/R/T,20.7,414.p.31005
Hit Me With Your Prescott,4,James Robinson,RB,Jax,W/R/T,2.9,414.p.33138
Hit Me With Your Prescott,4,Cordarrelle Patterson,RB,Atl,BN,9.8,414.p.26652
Hit Me With Your Prescott,4,Dalton Schultz,TE,Dal,BN,0.0,414.p.31107
Hit Me With Your Prescott,4,Chase Claypool,WR,Pit,BN,0.0,414.p.32719
Hit Me With Your Prescott,4,Gabe Davis,WR,Buf,BN,2.3,414.p.32798
Hit Me With Your Prescott,4,Malik Willis,QB,Ten,BN,0.0,414.p.34042
Hit Me With Your Prescott,4,Rachaad White,RB,TB,BN,14.6,414.p.34047
Hit Me With Your Prescott,4,Ryan Tannehill,QB,Ten,BN,14.38,414.p.25718
Hit Me With Your Prescott,4,Justin Tucker,K,Bal,K,11.0,414.p.26534
Hit Me With Your Prescott,4,Buffalo,DEF,Buf,DEF,7.0,414.p.100002
Mac & Chase,4,Matt Ryan,QB,Ind,QB,18.84,414.p.8780
Mac & Chase,4,Davis Mills,QB,Hou,QB,15.84,414.p.33455
Mac & Chase,4,Ja'Marr Chase,WR,Cin,WR,12.1,414.p.33393
Mac & Chase,4,Brandon Aiyuk,WR,SF,WR,7.7,414.p.32695
Mac & Chase,4,Derrick Henry,RB,Ten,RB,23.7,414.p.29279
Mac & Chase,4,D'Andre Swift,RB,Det,RB,0.0,414.p.32705
Mac & Chase,4,Mark Andrews,TE,Bal,TE,3.5,414.p.31056
Mac & Chase,4,AJ Dillon,RB,GB,W/R/T,9.4,414.p.32732
Mac & Chase,4,Jamaal Williams,RB,Det,W/R/T,23.9,414.p.30247
Mac & Chase,4,Daniel Jones,QB,NYG,BN,21.64,414.p.31838
Mac & Chase,4,Travis Etienne Jr.,RB,Jax,BN,3.2,414.p.33413
Mac & Chase,4,Darnell Mooney,WR,Chi,BN,13.4,414.p.32843
Mac & Chase,4,Gerald Everett,TE,LAC,BN,17.1,414.p.30157
Mac & Chase,4,Devin Duvernay,WR,Bal,BN,9.1,414.p.32762
Mac & Chase,4,Dontrell Hilliard,RB,Ten,BN,5.8,414.p.31457
Mac & Chase,4,Zach Wilson,QB,NYJ,BN,20.78,414.p.33390
Mac & Chase,4,Cade York,K,Cle,K,9.0,414.p.34080
Mac & Chase,4,Pittsburgh,DEF,Pit,DEF,5.0,414.p.100023
Mac & Chase,4,Dak Prescott,QB,Dal,IR,0.0,414.p.29369
