team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Hit Me With Your Prescott,2,Rachaad White,RB,TB,BN,0.1,414.p.34047
Hit Me With Your Prescott,2,Jaylen Warren,RB,Pit,BN,2.5,414.p.34447
Hit Me With Your Prescott,2,Justin Tucker,K,Bal,K,10.0,414.p.26534
Hit Me With Your Prescott,2,Buffalo,DEF,Buf,DEF,20.0,414.p.100002
Mac & Chase,2,Trey Lance,QB,SF,QB,2.5,414.p.33391
Mac & Chase,2,Matt Ryan,QB,Ind,QB,4.8,414.p.8780
Mac & Chase,2,Ja'Marr Chase,WR,Cin,WR,10.8,414.p.33393
Mac & Chase,2,Brandon Aiyuk,WR,SF,WR,11.3,414.p.32695
Mac & Chase,2,Derrick Henry,RB,Ten,RB,8.5,414.p.29279
Mac & Chase,2,D'Andre Swift,RB,Det,RB,16.7,414.p.32705
Mac & Chase,2,Mark Andrews,TE,Bal,TE,25.7,414.p.31056
Mac & Chase,2,Travis Etienne Jr.,RB,Jax,W/R/T,8.3,414.p.33413
Mac & Chase,2,AJ Dillon,RB,GB,W/R/T,7.7,414.p.32732
Mac & Chase,2,Darnell Mooney,WR,Chi,BN,0.6,414.p.32843
Mac & Chase,2,Daniel Jones,QB,NYG,BN,13.14,414.p.31838
Mac & Chase,2,Jamaal Williams,RB,Det,BN,7.0,414.p.30247
Mac & Chase,2,Davis Mills,QB,Hou,BN,7.18,414.p.33455
Mac & Chase,2,Gerald Everett,TE,LAC,BN,13.1,414.p.30157
Mac & Chase,2,Joshua Palmer,WR,LAC,BN,13.0,414.p.33465
Mac & Chase,2,Devin Duvernay,WR,Bal,BN,12.2,414.p.32762
Mac & Chase,2,Cade York,K,Cle,K,6.0,414.p.34080
Mac & Chase,2,Pittsburgh,DEF,Pit,DEF,3.0,414.p.100023
Mac & Chase,2,Michael Pittman Jr.,WR,Ind,IR,0.0,414.p.32704
Mac & Chase,2,Zach Wilson,QB,NYJ,IR,0.0,414.p.33390
